ID,Wavelength,Value ,Dark,Reference,Sex,Species 
EPFU4,250,0.000083,0.000051,0.000971,F,EPFU
EPFU4,251,0.000137,0,0.001157,F,EPFU
EPFU4,252,0.000604,0.000121,0.001256,F,EPFU
EPFU4,253,0.00027,0,0.001465,F,EPFU
EPFU4,254,0.000133,0,0.001274,F,EPFU
EPFU4,255,0,0,0.00102,F,EPFU
EPFU4,256,0.000051,0,0.001204,F,EPFU
EPFU4,257,0,0.00001,0.001128,F,EPFU
EPFU4,258,0.000389,0.00001,0.001482,F,EPFU
EPFU4,259,0.000135,0.000195,0.00124,F,EPFU
EPFU4,260,0.000309,0.000094,0.001338,F,EPFU
EPFU4,261,0.000614,0.000007,0.001418,F,EPFU
EPFU4,262,0.000289,0.000053,0.001613,F,EPFU
EPFU4,263,0.000101,0.000013,0.002033,F,EPFU
EPFU4,264,0.000186,0,0.001475,F,EPFU
EPFU4,265,0.000219,0,0.002026,F,EPFU
EPFU4,266,0.000261,0.000123,0.001793,F,EPFU
EPFU4,267,0.000088,0.000074,0.001985,F,EPFU
EPFU4,268,0.000084,0,0.002205,F,EPFU
EPFU4,269,0.000218,0,0.001991,F,EPFU
EPFU4,270,0.000065,0,0.002408,F,EPFU
EPFU4,271,0.000986,0.000113,0.002477,F,EPFU
EPFU4,272,0,0.000052,0.002337,F,EPFU
EPFU4,273,0.000444,0,0.00222,F,EPFU
EPFU4,274,0.000795,0.00029,0.002483,F,EPFU
EPFU4,275,0.001375,0.000123,0.002973,F,EPFU
EPFU4,276,0.000598,0,0.003159,F,EPFU
EPFU4,277,0.000365,0.0001,0.002996,F,EPFU
EPFU4,278,0.000065,0,0.002704,F,EPFU
EPFU4,279,0.000448,0,0.002662,F,EPFU
EPFU4,280,0.00064,0,0.002567,F,EPFU
EPFU4,281,0.000184,0,0.002968,F,EPFU
EPFU4,282,0.000135,0,0.00288,F,EPFU
EPFU4,283,0.000376,0.000013,0.003016,F,EPFU
EPFU4,284,0.000198,0,0.003045,F,EPFU
EPFU4,285,0,0,0.003362,F,EPFU
EPFU4,286,0.00034,0,0.003001,F,EPFU
EPFU4,287,0.000709,0.000112,0.003281,F,EPFU
EPFU4,288,0.000412,0,0.003338,F,EPFU
EPFU4,289,0.000503,0.000056,0.003024,F,EPFU
EPFU4,290,0.001003,0,0.00375,F,EPFU
EPFU4,291,0.000142,0.000077,0.003494,F,EPFU
EPFU4,292,0.000202,0,0.003528,F,EPFU
EPFU4,293,0.000701,0.000112,0.003329,F,EPFU
EPFU4,294,0.001676,0.000311,0.003781,F,EPFU
EPFU4,295,0.000465,0.000113,0.003472,F,EPFU
EPFU4,296,0.000333,0,0.003707,F,EPFU
EPFU4,297,0.000386,0.000001,0.004306,F,EPFU
EPFU4,298,0.001125,0.000071,0.004214,F,EPFU
EPFU4,299,0.000329,0,0.004185,F,EPFU
EPFU4,300,0.001839,0,0.004569,F,EPFU
EPFU4,301,0.000025,0,0.00359,F,EPFU
EPFU4,302,0.000412,0.000001,0.004184,F,EPFU
EPFU4,303,0.00123,0.000173,0.004071,F,EPFU
EPFU4,304,0.0013,0,0.004315,F,EPFU
EPFU4,305,0.002264,0.000326,0.004541,F,EPFU
EPFU4,306,0.000075,0.000119,0.004274,F,EPFU
